# Generated by timeskew on an x86 system
1834.325220122 1834.325220053 1834.325220231 1834.325220302 -6.9e-08 1.09e-07 7.1e-08
1835.325975205 1835.325975122 1835.325975281 1835.325975337 -8.3e-08 7.6e-08 5.6e-08
1836.326940039 1836.326939984 1836.326940184 1836.326940328 -5.5e-08 1.45e-07 1.44e-07
1837.327879183 1837.327879152 1837.327879382 1837.327879530 -3.1e-08 1.99e-07 1.48e-07
1838.328784533 1838.328784502 1838.328784728 1838.328784876 -3.1e-08 1.95e-07 1.48e-07
1839.329635615 1839.329635574 1839.329635792 1839.329635875 -4.1e-08 1.77e-07 8.3e-08
1840.330542766 1840.330542742 1840.330542959 1840.330543033 -2.4e-08 1.93e-07 7.4e-08
1841.331473994 1841.331473944 1841.331474149 1841.331474221 -5e-08 1.55e-07 7.2e-08
1842.332224014 1842.332223967 1842.332224171 1842.332224223 -4.7e-08 1.57e-07 5.2e-08
1843.332972568 1843.332972538 1843.332972753 1843.332972830 -3e-08 1.85e-07 7.7e-08
1844.333888216 1844.333888162 1844.333888371 1844.333888452 -5.4e-08 1.55e-07 8.1e-08
1845.334635023 1845.334634980 1845.334635186 1845.334635266 -4.3e-08 1.63e-07 8e-08
1846.335496325 1846.335496256 1846.335496416 1846.335496496 -6.9e-08 9.1e-08 8e-08
1847.336239967 1847.336239897 1847.336240058 1847.336240123 -7e-08 9.1e-08 6.5e-08
1848.337075367 1848.337075324 1848.337075526 1848.337075609 -4.3e-08 1.59e-07 8.3e-08
1849.337819480 1849.337819455 1849.337819680 1849.337819756 -2.5e-08 2e-07 7.6e-08
1850.338731062 1850.338731024 1850.338731234 1850.338731308 -3.8e-08 1.72e-07 7.4e-08
1851.339472017 1851.339471993 1851.339472227 1851.339472306 -2.4e-08 2.1e-07 7.9e-08
1852.340354977 1852.340354948 1852.340355167 1852.340355242 -2.9e-08 1.9e-07 7.5e-08
1853.341099871 1853.341099834 1853.341100038 1853.341100111 -3.7e-08 1.67e-07 7.3e-08
1854.341967059 1854.341967011 1854.341967212 1854.341967286 -4.8e-08 1.53e-07 7.4e-08
1855.342815579 1855.342815567 1855.342815784 1855.342815862 -1.2e-08 2.05e-07 7.8e-08
1856.343733951 1856.343733938 1856.343734138 1856.343734212 -1.3e-08 1.87e-07 7.4e-08
1857.344470963 1857.344470945 1857.344471156 1857.344471244 -1.8e-08 1.93e-07 8.8e-08
1858.345393927 1858.345393904 1858.345394140 1858.345394212 -2.3e-08 2.13e-07 7.2e-08
1859.346127256 1859.346127206 1859.346127396 1859.346127469 -5e-08 1.4e-07 7.3e-08
1860.347009343 1860.347009259 1860.347009419 1860.347009495 -8.4e-08 7.6e-08 7.6e-08
1861.347754266 1861.347754228 1861.347754436 1861.347754510 -3.8e-08 1.7e-07 7.4e-08
1862.348633523 1862.348633498 1862.348633678 1862.348633755 -2.5e-08 1.55e-07 7.7e-08
1863.349364407 1863.349364395 1863.349364625 1863.349364702 -1.2e-08 2.18e-07 7.7e-08
1864.350210130 1864.350210119 1864.350210323 1864.350210392 -1.1e-08 1.93e-07 6.9e-08
1865.351102380 1865.351102371 1865.351102568 1865.351102645 -9e-09 1.88e-07 7.7e-08
1866.351282562 1866.351282492 1866.351282671 1866.351282765 -7e-08 1.09e-07 9.4e-08
1867.352010389 1867.352010372 1867.352010580 1867.352010653 -1.7e-08 1.91e-07 7.3e-08
1868.352884949 1868.352884879 1868.352885049 1868.352885129 -7e-08 1e-07 8e-08
1869.353608670 1869.353608617 1869.353608795 1869.353608873 -5.3e-08 1.25e-07 7.8e-08
1870.354103947 1870.354103923 1870.354104130 1870.354104201 -2.4e-08 1.83e-07 7.1e-08
1871.354899252 1871.354899201 1871.354899404 1871.354899476 -5.1e-08 1.52e-07 7.2e-08
1872.355750616 1872.355750566 1872.355750775 1872.355750847 -5e-08 1.59e-07 7.2e-08
1873.356208938 1873.356208901 1873.356209117 1873.356209193 -3.7e-08 1.79e-07 7.6e-08
1874.357110637 1874.357110567 1874.357110750 1874.357110821 -7e-08 1.13e-07 7.1e-08
1875.357831660 1875.357831622 1875.357831826 1875.357831900 -3.8e-08 1.66e-07 7.4e-08
1876.358683843 1876.358683774 1876.358683950 1876.358684026 -6.9e-08 1.07e-07 7.6e-08
1877.359400930 1877.359400876 1877.359401080 1877.359401146 -5.4e-08 1.5e-07 6.6e-08
1878.360232247 1878.360232193 1878.360232398 1878.360232471 -5.4e-08 1.51e-07 7.3e-08
1879.361102491 1879.361102477 1879.361102710 1879.361102785 -1.4e-08 2.19e-07 7.5e-08
1880.361385962 1880.361385950 1880.361386167 1880.361386316 -1.2e-08 2.05e-07 1.49e-07
1881.362282898 1881.362282921 1881.362283201 1881.362283340 2.3e-08 3.03e-07 1.39e-07
1882.362385247 1882.362385270 1882.362385544 1882.362385780 2.3e-08 2.97e-07 2.36e-07
1883.363224215 1883.363224238 1883.363224535 1883.363224730 2.3e-08 3.2e-07 1.95e-07
1884.363944243 1884.363944344 1884.363944756 1884.363944893 1.01e-07 5.13e-07 1.37e-07
1885.364822935 1885.364822962 1885.364823237 1885.364823376 2.7e-08 3.02e-07 1.39e-07
1886.365641539 1886.365641561 1886.365641858 1886.365641934 2.2e-08 3.19e-07 7.6e-08
1887.366357008 1887.366357034 1887.366357334 1887.366357408 2.6e-08 3.26e-07 7.4e-08
1888.367243968 1888.367243985 1888.367244257 1888.367244335 1.7e-08 2.89e-07 7.8e-08
1889.368086252 1889.368086241 1889.368086423 1889.368086500 -1.1e-08 1.71e-07 7.7e-08
1890.369049504 1890.369049528 1890.369049806 1890.369049878 2.4e-08 3.02e-07 7.2e-08
1891.369759359 1891.369759377 1891.369759650 1891.369759724 1.8e-08 2.91e-07 7.4e-08
1892.370693864 1892.370693779 1892.370693939 1892.370694017 -8.5e-08 7.5e-08 7.8e-08
1893.371400004 1893.371399920 1893.371400082 1893.371400168 -8.4e-08 7.8e-08 8.6e-08
1894.372304514 1894.372304471 1894.372304678 1894.372304757 -4.3e-08 1.64e-07 7.9e-08
1895.373213976 1895.373213998 1895.373214235 1895.373214310 2.2e-08 2.59e-07 7.5e-08
1896.373993998 1896.373994032 1896.373994239 1896.373994312 3.4e-08 2.41e-07 7.3e-08
1897.374697138 1897.374697130 1897.374697334 1897.374697407 -8e-09 1.96e-07 7.3e-08
1898.375577583 1898.375577545 1898.375577749 1898.375577824 -3.8e-08 1.66e-07 7.5e-08
1899.376278469 1899.376278419 1899.376278601 1899.376278674 -5e-08 1.32e-07 7.3e-08
1900.377117801 1900.377117751 1900.377117925 1900.377118000 -5e-08 1.24e-07 7.5e-08
1901.377817115 1901.377817064 1901.377817266 1901.377817340 -5.1e-08 1.51e-07 7.4e-08
1902.378776980 1902.378776911 1902.378777094 1902.378777166 -6.9e-08 1.14e-07 7.2e-08
1903.379709349 1903.379709327 1903.379709537 1903.379709615 -2.2e-08 1.88e-07 7.8e-08
1904.380680816 1904.380680799 1904.380681009 1904.380681083 -1.7e-08 1.93e-07 7.4e-08
1905.381379541 1905.381379493 1905.381379709 1905.381379788 -4.8e-08 1.68e-07 7.9e-08
1906.382218909 1906.382218839 1906.382219042 1906.382219116 -7e-08 1.33e-07 7.4e-08
1907.382914302 1907.382914255 1907.382914463 1907.382914534 -4.7e-08 1.61e-07 7.1e-08
1908.383096525 1908.383096444 1908.383096616 1908.383096692 -8.1e-08 9.1e-08 7.6e-08
1909.383958617 1909.383958548 1909.383958729 1909.383958798 -6.9e-08 1.12e-07 6.9e-08
1910.384889874 1910.384889900 1910.384890132 1910.384890209 2.6e-08 2.58e-07 7.7e-08
1911.385581151 1911.385581140 1911.385581346 1911.385581423 -1.1e-08 1.95e-07 7.7e-08
1912.386541212 1912.386541176 1912.386541381 1912.386541453 -3.6e-08 1.69e-07 7.2e-08
1913.387402871 1913.387402835 1913.387403042 1913.387403115 -3.6e-08 1.71e-07 7.3e-08
1914.388322339 1914.388322288 1914.388322498 1914.388322573 -5.1e-08 1.59e-07 7.5e-08
1915.388614885 1915.388614848 1915.388615052 1915.388615127 -3.7e-08 1.67e-07 7.5e-08
1916.389418130 1916.389418153 1916.389418376 1916.389418450 2.3e-08 2.46e-07 7.4e-08
1917.390103782 1917.390103731 1917.390103939 1917.390104010 -5.1e-08 1.57e-07 7.1e-08
1918.390911426 1918.390911402 1918.390911637 1918.390911710 -2.4e-08 2.11e-07 7.3e-08
1919.391594796 1919.391594757 1919.391594947 1919.391595015 -3.9e-08 1.51e-07 6.8e-08
1920.392470681 1920.392470646 1920.392470820 1920.392470899 -3.5e-08 1.39e-07 7.9e-08
1921.393153346 1921.393153334 1921.393153570 1921.393153646 -1.2e-08 2.24e-07 7.6e-08
1922.394013028 1922.394012989 1922.394013198 1922.394013272 -3.9e-08 1.7e-07 7.4e-08
1923.394870399 1923.394870376 1923.394870610 1923.394870681 -2.3e-08 2.11e-07 7.1e-08
1924.395666219 1924.395666242 1924.395666453 1924.395666524 2.3e-08 2.34e-07 7.1e-08
1925.396550638 1925.396550585 1925.396550792 1925.396550861 -5.3e-08 1.54e-07 6.9e-08
1926.397313949 1926.397313880 1926.397314040 1926.397314119 -6.9e-08 9.1e-08 7.9e-08
1927.398105462 1927.398105449 1927.398105666 1927.398105806 -1.3e-08 2.04e-07 1.4e-07
1928.398573683 1928.398573674 1928.398573879 1928.398574020 -9e-09 1.96e-07 1.41e-07
1929.398981952 1929.398981902 1929.398982105 1929.398982274 -5e-08 1.53e-07 1.69e-07
1930.399393614 1930.399393602 1930.399393837 1930.399393975 -1.2e-08 2.23e-07 1.38e-07
1931.400336894 1931.400336882 1931.400337086 1931.400337171 -1.2e-08 1.92e-07 8.5e-08
1932.400748943 1932.400748930 1932.400749166 1932.400749241 -1.3e-08 2.23e-07 7.5e-08
1933.401155203 1933.401155166 1933.401155375 1933.401155449 -3.7e-08 1.72e-07 7.4e-08
1934.401911434 1934.401911385 1934.401911597 1934.401911677 -4.9e-08 1.63e-07 8e-08
1935.402312923 1935.402312853 1935.402313044 1935.402313126 -7e-08 1.21e-07 8.2e-08
1936.402987753 1936.402987669 1936.402987832 1936.402987914 -8.4e-08 7.9e-08 8.2e-08
1937.403388830 1937.403388784 1937.403388989 1937.403389062 -4.6e-08 1.59e-07 7.3e-08
1938.404384288 1938.404384298 1938.404384541 1938.404384630 1e-08 2.53e-07 8.9e-08
1939.404785404 1939.404785409 1939.404785618 1939.404785690 5e-09 2.14e-07 7.2e-08
1940.405184115 1940.405184032 1940.405184209 1940.405184277 -8.3e-08 9.4e-08 6.8e-08
1941.405897183 1941.405897126 1941.405897334 1941.405897373 -5.7e-08 1.51e-07 3.9e-08
1942.406601682 1942.406601631 1942.406601824 1942.406601888 -5.1e-08 1.42e-07 6.4e-08
1943.407123144 1943.407123115 1943.407123332 1943.407123405 -2.9e-08 1.88e-07 7.3e-08
1944.407947106 1944.407947095 1944.407947299 1944.407947376 -1.1e-08 1.93e-07 7.7e-08
1945.408896595 1945.408896543 1945.408896715 1945.408896790 -5.2e-08 1.2e-07 7.5e-08
1946.409809757 1946.409809749 1946.409809911 1946.409809986 -8e-09 1.54e-07 7.5e-08
1947.410746074 1947.410746065 1947.410746273 1947.410746349 -9e-09 1.99e-07 7.6e-08
1948.411141885 1948.411141872 1948.411142091 1948.411142161 -1.3e-08 2.06e-07 7e-08
1949.411395384 1949.411395331 1949.411395535 1949.411395608 -5.3e-08 1.51e-07 7.3e-08
1950.412021740 1950.412021655 1950.412021846 1950.412021922 -8.5e-08 1.06e-07 7.6e-08
1951.412841283 1951.412841231 1951.412841437 1951.412841512 -5.2e-08 1.54e-07 7.5e-08
1952.413665051 1952.413664982 1952.413665155 1952.413665232 -6.9e-08 1.04e-07 7.7e-08
1953.414051803 1953.414051719 1953.414051882 1953.414051951 -8.4e-08 7.9e-08 6.9e-08
1954.414440920 1954.414440852 1954.414441028 1954.414441091 -6.8e-08 1.08e-07 6.3e-08
1955.415407465 1955.415407394 1955.415407571 1955.415407669 -7.1e-08 1.06e-07 9.8e-08
1956.416268747 1956.416268710 1956.416273033 1956.416273110 -3.7e-08 4.29e-06 7.7e-08
1957.416659269 1957.416659218 1957.416659415 1957.416659496 -5.1e-08 1.46e-07 8.1e-08
1958.417044284 1958.417044257 1958.417044441 1958.417044524 -2.7e-08 1.57e-07 8.3e-08
1959.417938132 1959.417938078 1959.417938286 1959.417938368 -5.4e-08 1.54e-07 8.2e-08
1960.418323612 1960.418323515 1960.418323691 1960.418323764 -9.7e-08 7.9e-08 7.3e-08
1961.419063970 1961.419063918 1961.419064122 1961.419064198 -5.2e-08 1.52e-07 7.6e-08
1962.420019073 1962.420019022 1962.420019183 1962.420019259 -5.1e-08 1.1e-07 7.6e-08
1963.420939538 1963.420939456 1963.420939616 1963.420939686 -8.2e-08 7.8e-08 7e-08
1964.421690838 1964.421690792 1964.421690999 1964.421691070 -4.6e-08 1.61e-07 7.1e-08
1965.422260432 1965.422260381 1965.422260586 1965.422260663 -5.1e-08 1.54e-07 7.7e-08
1966.423084298 1966.423084212 1966.423084415 1966.423084490 -8.6e-08 1.17e-07 7.5e-08
1967.423651686 1967.423651631 1967.423651796 1967.423651863 -5.5e-08 1.1e-07 6.7e-08
1968.424218265 1968.424218197 1968.424218379 1968.424218444 -6.8e-08 1.14e-07 6.5e-08
1969.425098568 1969.425098556 1969.425098736 1969.425098807 -1.2e-08 1.68e-07 7.1e-08
1970.425664128 1970.425664105 1970.425664269 1970.425664340 -2.3e-08 1.41e-07 7.1e-08
1971.426227367 1971.426227325 1971.426227533 1971.426227607 -4.2e-08 1.66e-07 7.4e-08
1972.426791559 1972.426791537 1972.426791744 1972.426791816 -2.2e-08 1.85e-07 7.2e-08
1973.427359416 1973.427359391 1973.427359597 1973.427359667 -2.5e-08 1.81e-07 7e-08
1974.428118696 1974.428118648 1974.428118856 1974.428118931 -4.8e-08 1.6e-07 7.5e-08
1975.428830595 1975.428830559 1975.428830764 1975.428830841 -3.6e-08 1.69e-07 7.7e-08
1976.429423027 1976.429423004 1976.429423226 1976.429423305 -2.3e-08 1.99e-07 7.9e-08
1977.429983845 1977.429983794 1977.429983999 1977.429984069 -5.1e-08 1.54e-07 7e-08
1978.430544501 1978.430544488 1978.430544703 1978.430544783 -1.3e-08 2.02e-07 8e-08
1979.431276714 1979.431276707 1979.431276897 1979.431276979 -7e-09 1.83e-07 8.2e-08
1980.431834982 1980.431834913 1980.431835095 1980.431835174 -6.9e-08 1.13e-07 7.9e-08
1981.432594220 1981.432594166 1981.432594367 1981.432594449 -5.4e-08 1.47e-07 8.2e-08
1982.433157360 1982.433157339 1982.433157556 1982.433157628 -2.1e-08 1.96e-07 7.2e-08
1983.433911982 1983.433911974 1983.433912177 1983.433912250 -8e-09 1.95e-07 7.3e-08
1984.434485849 1984.434485825 1984.434486028 1984.434486107 -2.4e-08 1.79e-07 7.9e-08
1985.435213412 1985.435213416 1985.435213625 1985.435213699 4e-09 2.13e-07 7.4e-08
1986.435879257 1986.435879205 1986.435879385 1986.435879460 -5.2e-08 1.28e-07 7.5e-08
1987.436623603 1987.436623520 1987.436623702 1987.436623777 -8.3e-08 9.9e-08 7.5e-08
1988.437457156 1988.437457087 1988.437457290 1988.437457367 -6.9e-08 1.34e-07 7.7e-08
1989.438149539 1989.438149470 1989.438149660 1989.438149738 -6.9e-08 1.21e-07 7.8e-08
1990.439089883 1990.439089849 1990.439090059 1990.439095702 -3.4e-08 1.76e-07 5.64e-06
1991.439904387 1991.439904336 1991.439904540 1991.439904615 -5.1e-08 1.53e-07 7.5e-08
1992.440754200 1992.440754181 1992.440754415 1992.440754490 -1.9e-08 2.15e-07 7.5e-08
1993.441650273 1993.441650250 1993.441650457 1993.441650533 -2.3e-08 1.84e-07 7.6e-08
1994.442428102 1994.442428087 1994.442428289 1994.442428367 -1.5e-08 1.87e-07 7.8e-08
1995.443105184 1995.443105130 1995.443105304 1995.443105369 -5.4e-08 1.2e-07 6.5e-08
1996.443965082 1996.443965079 1996.443965275 1996.443965349 -3e-09 1.93e-07 7.4e-08
1997.444507414 1997.444507362 1997.444507568 1997.444507643 -5.2e-08 1.54e-07 7.5e-08
1998.445327231 1998.445327201 1998.445327418 1998.445327490 -3e-08 1.87e-07 7.2e-08
1999.445871883 1999.445871937 1999.445872155 1999.445872372 5.4e-08 2.72e-07 2.17e-07
2000.446388275 2000.446388297 2000.446388514 2000.446388738 2.2e-08 2.39e-07 2.24e-07
2001.447353210 2001.447353347 2001.447353625 2001.447353762 1.37e-07 4.15e-07 1.37e-07
2002.448041929 2002.448041969 2002.448042284 2002.448042435 4e-08 3.55e-07 1.51e-07
2003.448733215 2003.448733248 2003.448733537 2003.448733687 3.3e-08 3.22e-07 1.5e-07
2004.449369933 2004.449369956 2004.449370272 2004.449370411 2.3e-08 3.39e-07 1.39e-07
2005.450121996 2005.450122020 2005.450122294 2005.450122436 2.4e-08 2.98e-07 1.42e-07
2006.451077917 2006.451077942 2006.451078238 2006.451078378 2.5e-08 3.21e-07 1.4e-07
2007.452046991 2007.452052067 2007.452052384 2007.452052541 5.08e-06 5.39e-06 1.57e-07
2008.453002681 2008.453002621 2008.453002796 2008.453002879 -6e-08 1.15e-07 8.3e-08
2009.453970571 2009.453970475 2009.453970633 2009.453970722 -9.6e-08 6.2e-08 8.9e-08
2010.454693529 2010.454693490 2010.454693766 2010.454693905 -3.9e-08 2.37e-07 1.39e-07
2011.455453720 2011.455453671 2011.455453880 2011.455454018 -4.9e-08 1.6e-07 1.38e-07
2012.456248913 2012.456248816 2012.456248976 2012.456249001 -9.7e-08 6.3e-08 2.5e-08
2013.457082664 2013.457082615 2013.457082797 2013.457083021 -4.9e-08 1.33e-07 2.24e-07
2014.457203343 2014.457203257 2014.457203418 2014.457203466 -8.6e-08 7.5e-08 4.8e-08
2015.457266984 2015.457266896 2015.457267057 2015.457267110 -8.8e-08 7.3e-08 5.3e-08
2016.458213293 2016.458213207 2016.458213368 2016.458213407 -8.6e-08 7.5e-08 3.9e-08
2017.459178510 2017.459178425 2017.459178586 2017.459178621 -8.5e-08 7.6e-08 3.5e-08
2018.460124231 2018.460124145 2018.460124293 2018.460124329 -8.6e-08 6.2e-08 3.6e-08
2019.461088460 2019.461088373 2019.461088522 2019.461088559 -8.7e-08 6.2e-08 3.7e-08
2020.462039508 2020.462039532 2020.462039749 2020.462039890 2.4e-08 2.41e-07 1.41e-07
2021.462789565 2021.462789578 2021.462789753 2021.462789898 1.3e-08 1.88e-07 1.45e-07
2022.462830570 2022.462830473 2022.462830632 2022.462830668 -9.7e-08 6.2e-08 3.6e-08
2023.463796244 2023.463796146 2023.463796323 2023.463796360 -9.8e-08 7.9e-08 3.7e-08
2024.463906901 2024.463906803 2024.463906978 2024.463907004 -9.8e-08 7.7e-08 2.6e-08
2025.464872705 2025.464872606 2025.464872906 2025.464872942 -9.9e-08 2.01e-07 3.6e-08
2026.465819832 2026.465819763 2026.465819921 2026.465819957 -6.9e-08 8.9e-08 3.6e-08
2027.466785322 2027.466785253 2027.466785440 2027.466785476 -6.9e-08 1.18e-07 3.6e-08
2028.467732193 2028.467732124 2028.467732280 2028.467732316 -6.9e-08 8.7e-08 3.6e-08
2029.467943336 2029.467943239 2029.467943387 2029.467943421 -9.7e-08 5.1e-08 3.4e-08
2030.468889570 2030.468889472 2030.468889620 2030.468889657 -9.8e-08 5e-08 3.7e-08
2031.469575562 2031.469575465 2031.469575651 2031.469575787 -9.7e-08 8.9e-08 1.36e-07
2032.470521660 2032.470521564 2032.470521712 2032.470521748 -9.6e-08 5.2e-08 3.6e-08
2033.471493083 2033.471493102 2033.471493498 2033.471493640 1.9e-08 4.15e-07 1.42e-07
2034.471592513 2034.471592429 2034.471592598 2034.471592649 -8.4e-08 8.5e-08 5.1e-08
2035.472556778 2035.472556691 2035.472556863 2035.472556901 -8.7e-08 8.5e-08 3.8e-08
2036.473506199 2036.473506112 2036.473506270 2036.473506309 -8.7e-08 7.1e-08 3.9e-08
2037.473808279 2037.473808300 2037.473808576 2037.473808714 2.1e-08 2.97e-07 1.38e-07
2038.474755238 2038.474755168 2038.474755329 2038.474755367 -7e-08 9.1e-08 3.8e-08
2039.475719793 2039.475719722 2039.475719873 2039.475720151 -7.1e-08 8e-08 2.78e-07
2040.476665426 2040.476665341 2040.476665502 2040.476665534 -8.5e-08 7.6e-08 3.2e-08
2041.477635004 2041.477635019 2041.477635223 2041.477635294 1.5e-08 2.19e-07 7.1e-08
2042.478581386 2042.478581300 2042.478581486 2042.478581523 -8.6e-08 1e-07 3.7e-08
2043.478888077 2043.478887992 2043.478888162 2043.478888201 -8.5e-08 8.5e-08 3.9e-08
2044.478987773 2044.478987687 2044.478987835 2044.478987861 -8.6e-08 6.2e-08 2.6e-08
2045.479956788 2045.479956810 2045.479957042 2045.479957112 2.2e-08 2.54e-07 7e-08
2046.480624454 2046.480624385 2046.480624571 2046.480624660 -6.9e-08 1.17e-07 8.9e-08
2047.481588852 2047.481588783 2047.481588959 2047.481589024 -6.9e-08 1.07e-07 6.5e-08
2048.481998711 2048.481998730 2048.481998902 2048.481998938 1.9e-08 1.91e-07 3.6e-08
2049.482536241 2049.482536259 2049.482536465 2049.482536600 1.8e-08 2.24e-07 1.35e-07
2050.483111414 2050.483111442 2050.483111637 2050.483111779 2.8e-08 2.23e-07 1.42e-07
2051.483800120 2051.483800052 2051.483800252 2051.483800389 -6.8e-08 1.32e-07 1.37e-07
2052.484454805 2052.484454820 2052.484455037 2052.484455175 1.5e-08 2.32e-07 1.38e-07
2053.485144375 2053.485144405 2053.485144686 2053.485144830 3e-08 3.11e-07 1.44e-07
2054.485867802 2054.485867739 2054.485867913 2054.485867948 -6.3e-08 1.11e-07 3.5e-08
2055.486381798 2055.486381711 2055.486381890 2055.486381926 -8.7e-08 9.2e-08 3.6e-08
2056.487380325 2056.487380237 2056.487380386 2056.487380423 -8.8e-08 6.1e-08 3.7e-08
2057.488378562 2057.488378473 2057.488378622 2057.488378659 -8.9e-08 6e-08 3.7e-08
2058.489381254 2058.489381277 2058.489381555 2058.489381624 2.3e-08 3.01e-07 6.9e-08
2059.490382534 2059.490382553 2059.490382826 2059.490382886 1.9e-08 2.92e-07 6e-08
2060.491380453 2060.491380428 2060.491380639 2060.491380815 -2.5e-08 1.86e-07 1.76e-07
2061.492381440 2061.492381458 2061.492381675 2061.492381949 1.8e-08 2.35e-07 2.74e-07
2062.493381830 2062.493381813 2062.493382019 2062.493382159 -1.7e-08 1.89e-07 1.4e-07
2063.494380719 2063.494380738 2063.494380943 2063.494381098 1.9e-08 2.24e-07 1.55e-07
2064.495381259 2064.495381433 2064.495381666 2064.495381810 1.74e-07 4.07e-07 1.44e-07
2065.496381824 2065.496381846 2065.496382052 2065.496382197 2.2e-08 2.28e-07 1.45e-07
2066.497381677 2066.497381696 2066.497381966 2066.497382020 1.9e-08 2.89e-07 5.4e-08
2067.498383638 2067.498383675 2067.498383959 2067.498384101 3.7e-08 3.21e-07 1.42e-07
2068.499381444 2068.499381470 2068.499381723 2068.499381969 2.6e-08 2.79e-07 2.46e-07
2069.500383679 2069.500383699 2069.500383907 2069.500383975 2e-08 2.28e-07 6.8e-08
2070.501383220 2070.501383237 2070.501383453 2070.501383509 1.7e-08 2.33e-07 5.6e-08
2071.502382270 2071.502382291 2071.502382587 2071.502382660 2.1e-08 3.17e-07 7.3e-08
2072.503264989 2072.503265026 2072.503265324 2072.503265397 3.7e-08 3.35e-07 7.3e-08
2073.504108529 2073.504108551 2073.504108808 2073.504108877 2.2e-08 2.79e-07 6.9e-08
2074.504971237 2074.504971258 2074.504971510 2074.504971556 2.1e-08 2.73e-07 4.6e-08
2075.505785776 2075.505785798 2075.505786072 2075.505786127 2.2e-08 2.96e-07 5.5e-08
2076.506552784 2076.506552931 2076.506553227 2076.506553278 1.47e-07 4.43e-07 5.1e-08
2077.507389618 2077.507389633 2077.507389906 2077.507390044 1.5e-08 2.88e-07 1.38e-07
2078.508104054 2078.508104002 2078.508104179 2078.508104228 -5.2e-08 1.25e-07 4.9e-08
2079.508776257 2079.508776214 2079.508776405 2079.508776482 -4.3e-08 1.48e-07 7.7e-08
2080.509464254 2080.509464189 2080.509464365 2080.509464428 -6.5e-08 1.11e-07 6.3e-08
2081.510351676 2081.510351694 2081.510351896 2081.510351968 1.8e-08 2.2e-07 7.2e-08
2082.510919809 2082.510919739 2082.510919915 2082.510919970 -7e-08 1.06e-07 5.5e-08
2083.511519045 2083.511518975 2083.511519151 2083.511519202 -7e-08 1.06e-07 5.1e-08
2084.512052161 2084.512052092 2084.512052268 2084.512052318 -6.9e-08 1.07e-07 5e-08
2085.512833236 2085.512833183 2085.512833360 2085.512833410 -5.3e-08 1.24e-07 5e-08
2086.513330562 2086.513330492 2086.513330668 2086.513330718 -7e-08 1.06e-07 5e-08
2087.513771129 2087.513771062 2087.513771238 2087.513771288 -6.7e-08 1.09e-07 5e-08
2088.514189194 2088.514189124 2088.514189301 2088.514189364 -7e-08 1.07e-07 6.3e-08
2089.514886090 2089.514886020 2089.514886198 2089.514886261 -7e-08 1.08e-07 6.3e-08
2090.515284758 2090.515284687 2090.515284858 2090.515284909 -7.1e-08 1e-07 5.1e-08
2091.515678830 2091.515678774 2091.515678951 2091.515679023 -5.6e-08 1.21e-07 7.2e-08
2092.516381866 2092.516381796 2092.516381968 2092.516382017 -7e-08 1.02e-07 4.9e-08
2093.516994117 2093.516994093 2093.516994390 2093.516994465 -2.4e-08 2.73e-07 7.5e-08
2094.517316387 2094.517316379 2094.517316584 2094.517316664 -8e-09 1.97e-07 8e-08
2095.517655607 2095.517655584 2095.517655800 2095.517655879 -2.3e-08 1.93e-07 7.9e-08
2096.517932754 2096.517932776 2096.517933048 2096.517933127 2.2e-08 2.94e-07 7.9e-08
2097.518485325 2097.518485537 2097.518485752 2097.518485834 2.12e-07 4.27e-07 8.2e-08
2098.518791557 2098.518791543 2098.518791719 2098.518791782 -1.4e-08 1.62e-07 6.3e-08
2099.519012004 2099.519011988 2099.519012164 2099.519012239 -1.6e-08 1.6e-07 7.5e-08
2100.519223433 2100.519223363 2100.519223533 2100.519223583 -7e-08 1e-07 5e-08
2101.519719095 2101.519719111 2101.519719286 2101.519719381 1.6e-08 1.91e-07 9.5e-08
2102.519925191 2102.519925119 2102.519925296 2102.519925347 -7.2e-08 1.05e-07 5.1e-08
2103.520122638 2103.520122660 2103.520122876 2103.520122959 2.2e-08 2.38e-07 8.3e-08
2104.520307462 2104.520307392 2104.520307569 2104.520307657 -7e-08 1.07e-07 8.8e-08
2105.520764461 2105.520764477 2105.520764653 2105.520764817 1.6e-08 1.92e-07 1.64e-07
2106.521416966 2106.521416895 2106.521417071 2106.521417123 -7.1e-08 1.05e-07 5.2e-08
2107.521573177 2107.521573334 2107.521573566 2107.521573642 1.57e-07 3.89e-07 7.6e-08
2108.521708956 2108.521708944 2108.521709148 2108.521709226 -1.2e-08 1.92e-07 7.8e-08
2109.522106839 2109.522106769 2109.522106947 2109.522107026 -7e-08 1.08e-07 7.9e-08
2110.522213063 2110.522213082 2110.522213286 2110.522213358 1.9e-08 2.23e-07 7.2e-08
2111.522299846 2111.522299876 2111.522300092 2111.522300168 3e-08 2.46e-07 7.6e-08
2112.522411513 2112.522411446 2112.522411621 2112.522411677 -6.7e-08 1.08e-07 5.6e-08
2113.522782271 2113.522782289 2113.522782477 2113.522782553 1.8e-08 2.06e-07 7.6e-08
2114.522842739 2114.522842757 2114.522842963 2114.522843038 1.8e-08 2.24e-07 7.5e-08
2115.522909407 2115.522909426 2115.522909630 2115.522909704 1.9e-08 2.23e-07 7.4e-08
2116.522966028 2116.522966126 2116.522966331 2116.522966405 9.8e-08 3.03e-07 7.4e-08
